,Unnamed: 0,Brand,Model,Variant,Manufacturing year,Driven kilometers,Fuel,Location,Body type,Owners_number,Price,Ref. Website
196,196,Hyundai,i10,Sportz,2011,"28,261 kms",Petrol,Delhi NCR,Hatchback,1st Owner,250999.99999999997,www.cardekho.com
197,197,Maruti,Wagon,LXI,2019,"14,396 kms",Petrol,Delhi NCR,Hatchback,1st Owner,450000.0,www.cardekho.com
198,198,Maruti,S-Presso,VXI Plus AT,2020,"2,293 kms",Petrol,Delhi NCR,Hatchback,1st Owner,479000.0,www.cardekho.com
199,199,Maruti,Alto,LXI,2017,"19,459 kms",Petrol,Delhi NCR,Hatchback,1st Owner,278000.0,www.cardekho.com
200,200,Maruti,Celerio,VXI MT BSIV,2018,"21,220 kms",Petrol,Delhi NCR,Hatchback,1st Owner,391000.0,www.cardekho.com
201,201,Hyundai,i10,Magna 1.2 iTech SE,2010,"31,697 kms",Petrol,Delhi NCR,Hatchback,1st Owner,194000.0,www.cardekho.com
202,202,Hyundai,Grand,Sportz Petrol BSIV,2020,"8,509 kms",Petrol,Delhi NCR,Hatchback,1st Owner,591000.0,www.cardekho.com
203,203,Hyundai,Santro,GL Plus,2011,"26,900 kms",Petrol,Delhi NCR,Hatchback,1st Owner,188000.0,www.cardekho.com
204,204,Maruti,Wagon,LXI,2019,"5,627 kms",Petrol,Delhi NCR,Hatchback,1st Owner,457000.0,www.cardekho.com
205,205,Honda,Jazz,Select Edition,2012,"75,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,360000.0,www.cardekho.com
206,206,Maruti,Alto,LXI,2013,"7,50,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,235000.0,www.cardekho.com
207,207,Hyundai,Grand,1.2 Kappa Sportz BSIV,2018,"30,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,515000.00000000006,www.cardekho.com
208,208,Hyundai,Grand,Magna AT,2016,"34,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,470000.0,www.cardekho.com
209,209,Maruti,Swift,VDI BSIV,2014,"1,17,498 kms",Diesel,Delhi NCR,Hatchback,1st Owner,344000.0,www.cardekho.com
210,210,Hyundai,Grand,Magna,2017,"42,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,470000.0,www.cardekho.com
211,211,Hyundai,Grand,Sportz,2016,"30,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,425000.0,www.cardekho.com
212,212,Maruti,Swift,VDI BSIV,2016,"65,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,480000.0,www.cardekho.com
213,213,Maruti,Alto,LXI,2018,"40,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,350000.0,www.cardekho.com
214,214,Maruti,Baleno,1.2 Zeta,2017,"37,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,575000.0,www.cardekho.com
215,215,Hyundai,Grand,Magna,2016,"35,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,425000.0,www.cardekho.com
216,216,Honda,Brio,S MT,2015,"49,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,390000.0,www.cardekho.com
217,217,Hyundai,Grand,Asta Option,2015,"48,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,450000.0,www.cardekho.com
218,218,Maruti,Celerio,ZXI AT,2016,"59,374 kms",Petrol,Delhi NCR,Hatchback,1st Owner,455000.0,www.cardekho.com
219,219,Maruti,Swift,VDI,2014,"57,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,409999.99999999994,www.cardekho.com
220,220,Hyundai,i10,Magna 1.1L,2015,"35,108 kms",Petrol,Delhi NCR,Hatchback,1st Owner,345000.0,www.cardekho.com
221,221,Maruti,Wagon,VXI,2015,"54,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,338000.0,www.cardekho.com
222,222,Maruti,Wagon,LXI,2012,"77,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,265000.0,www.cardekho.com
223,223,Maruti,Swift,LXI,2015,"60,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,425000.0,www.cardekho.com
224,224,Hyundai,Grand,Sportz,2016,"7,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,495000.0,www.cardekho.com
225,225,Hyundai,Grand,1.2 Kappa Sportz BSIV,2018,"16,590 kms",Petrol,Delhi NCR,Hatchback,1st Owner,525000.0,www.cardekho.com
226,226,Honda,Brio,S MT,2011,"50,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,260000.0,www.cardekho.com
227,227,Honda,Brio,1.2 S MT,2017,"36,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,434999.99999999994,www.cardekho.com
228,228,Maruti,Wagon,LXI BS IV,2013,"45,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,254999.99999999997,www.cardekho.com
229,229,Hyundai,i10,Sportz AT,2010,"76,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,231000.0,www.cardekho.com
230,230,Maruti,Baleno,Zeta CVT,2017,"59,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,625000.0,www.cardekho.com
231,231,Maruti,Baleno,1.2 CVT Delta,2015,"54,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,509999.99999999994,www.cardekho.com
232,232,Honda,Brio,1.2 VX AT,2017,"36,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,545000.0,www.cardekho.com
233,233,Maruti,Ritz,VDi,2012,"62,500 kms",Diesel,Delhi NCR,Hatchback,1st Owner,221000.0,www.cardekho.com
234,234,Maruti,Ignis,Sigma,2017,"60,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,409999.99999999994,www.cardekho.com
235,235,Honda,Brio,S MT,2015,"92,943 kms",Petrol,Delhi NCR,Hatchback,1st Owner,300000.0,www.cardekho.com
236,236,Maruti,Swift,ZDI Plus,2018,"23,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,675000.0,www.cardekho.com
237,237,Maruti,Swift,VDI,2012,"1,09,945 kms",Diesel,Delhi NCR,Hatchback,1st Owner,317000.0,www.cardekho.com
238,238,Volkswagen,Polo,GT TSI,2015,"35,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,585000.0,www.cardekho.com
239,239,Hyundai,i20,Sportz 1.2,2012,"68,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,280000.0,www.cardekho.com
240,240,Hyundai,i20,1.2 Asta,2017,"38,001 kms",Petrol,Delhi NCR,Hatchback,1st Owner,674000.0,www.cardekho.com
241,241,Honda,Brio,S MT,2011,"56,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,246000.0,www.cardekho.com
242,242,Hyundai,Grand,Magna 1.1,2010,"26,500 kms",Petrol,Delhi NCR,Hatchback,1st Owner,245000.00000000003,www.cardekho.com
243,243,Maruti,Swift,VDI BSIV,2016,"91,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,500000.0,www.cardekho.com
244,244,Hyundai,i10,Magna,2012,"62,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,254999.99999999997,www.cardekho.com
245,245,Maruti,Alto,LXI BSIV,2019,"13,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,350000.0,www.cardekho.com
246,246,Maruti,Baleno,1.2 Alpha,2016,"34,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,640000.0,www.cardekho.com
247,247,Maruti,Swift,VDI BSIV,2016,"74,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,535000.0,www.cardekho.com
248,248,Maruti,Wagon,LXI,2011,"63,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,225000.0,www.cardekho.com
249,249,Hyundai,Grand,1.2 Kappa Asta,2017,"48,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,475000.0,www.cardekho.com
250,250,Fiat,Grande,1.3 Emotion (Diesel),2012,"1,41,100 kms",Diesel,Delhi NCR,Hatchback,1st Owner,108000.0,www.cardekho.com
251,251,Volkswagen,Polo,GT 1.5 TDI,2015,"1,87,721 kms",Diesel,Delhi NCR,Hatchback,1st Owner,336000.0,www.cardekho.com
252,252,Honda,Jazz,S,2010,"53,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,270000.0,www.cardekho.com
253,253,Hyundai,i10,Era,2012,"47,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,290000.0,www.cardekho.com
254,254,Maruti,Wagon,LX BS IV,2016,"42,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,340000.0,www.cardekho.com
255,255,Hyundai,i10,Magna,2011,"65,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,225000.0,www.cardekho.com
256,256,Maruti,Baleno,1.2 CVT Alpha,2018,"23,712 kms",Petrol,Delhi NCR,Hatchback,1st Owner,725000.0,www.cardekho.com
257,257,Maruti,Wagon,LXI BS IV,2009,"87,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,155000.0,www.cardekho.com
258,258,Renault,KWID,RXT Optional,2017,"26,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,349000.0,www.cardekho.com
259,259,Hyundai,i20,Sportz Petrol,2011,"56,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,254999.99999999997,www.cardekho.com
260,260,Tata,Tiago,1.2 Revotron XT,2016,"68,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,425000.0,www.cardekho.com
261,261,Nissan,Micra,XL,2011,"59,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,254999.99999999997,www.cardekho.com
262,262,Hyundai,i20,Magna 1.2,2016,"69,800 kms",Petrol,Delhi NCR,Hatchback,1st Owner,540000.0,www.cardekho.com
263,263,Maruti,Wagon,VXI,2014,"71,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,295000.0,www.cardekho.com
264,264,Honda,Jazz,1.2 S AT i VTEC,2015,"56,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,575000.0,www.cardekho.com
265,265,Renault,KWID,RXL,2017,"17,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,295000.0,www.cardekho.com
266,266,Honda,Jazz,1.2 V i VTEC,2018,"27,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,630000.0,www.cardekho.com
267,267,Honda,Brio,S MT,2012,"45,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,275000.0,www.cardekho.com
268,268,Volkswagen,Polo,1.2 MPI Comfortline,2016,"63,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,459999.99999999994,www.cardekho.com
269,269,Hyundai,i20,Magna 1.2,2016,"47,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,529000.0,www.cardekho.com
270,270,Maruti,Alto,2010-2014 VXI,2013,"26,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,260000.0,www.cardekho.com
271,271,Hyundai,Grand,Sportz,2016,"71,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,475000.0,www.cardekho.com
272,272,Hyundai,Grand,AT Sportz,2014,"45,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,484999.99999999994,www.cardekho.com
273,273,Hyundai,i20,Magna,2009,"58,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,240000.0,www.cardekho.com
274,274,Maruti,Ritz,VXi,2012,"78,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,271000.0,www.cardekho.com
275,275,Hyundai,Grand,Sportz 1.2,2010,"59,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,215000.0,www.cardekho.com
276,276,Hyundai,Grand,1.2 CRDi Sportz,2017,"69,832 kms",Diesel,Delhi NCR,Hatchback,1st Owner,430000.0,www.cardekho.com
277,277,Maruti,Baleno,1.2 CVT Zeta,2016,"46,900 kms",Petrol,Delhi NCR,Hatchback,1st Owner,595000.0,www.cardekho.com
278,278,Maruti,Ritz,VDI (ABS) BS IV,2013,"68,001 kms",Diesel,Delhi NCR,Hatchback,1st Owner,259000.0,www.cardekho.com
279,279,Maruti,Swift,ZXI,2014,"51,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,430000.0,www.cardekho.com
280,280,Maruti,Ritz,VDi,2015,"80,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,330000.0,www.cardekho.com
281,281,Maruti,Swift,VDI BSIV,2014,"1,29,680 kms",Diesel,Delhi NCR,Hatchback,1st Owner,334000.0,www.cardekho.com
282,282,Hyundai,Grand,CRDi Asta,2015,"98,148 kms",Diesel,Delhi NCR,Hatchback,1st Owner,286000.0,www.cardekho.com
283,283,Hyundai,Grand,CRDi Sportz,2016,"96,073 kms",Diesel,Delhi NCR,Hatchback,1st Owner,339000.0,www.cardekho.com
284,284,Maruti,Swift,VDI,2012,"1,47,107 kms",Diesel,Delhi NCR,Hatchback,1st Owner,307000.0,www.cardekho.com
285,285,Maruti,Swift,LXI,2021,"1,505 kms",Petrol,Delhi NCR,Hatchback,1st Owner,601000.0,www.cardekho.com
286,286,Maruti,Baleno,Delta CVT,2018,"7,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,715000.0,www.cardekho.com
287,287,Maruti,S-Presso,VXI Plus,2019,"20,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,450000.0,www.cardekho.com
288,288,Renault,KWID,RXL BSIV,2020,"3,500 kms",Petrol,Delhi NCR,Hatchback,1st Owner,399000.0,www.cardekho.com
289,289,Maruti,Wagon,LXI,2016,"54,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,341000.0,www.cardekho.com
290,290,Volkswagen,Polo,1.2 MPI Trendline,2016,"91,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,415000.00000000006,www.cardekho.com
291,291,Hyundai,i20,Asta 1.2,2014,"51,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,495000.0,www.cardekho.com
292,292,Hyundai,Grand,Sportz,2014,"54,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,409999.99999999994,www.cardekho.com
293,293,Maruti,Ritz,LDi,2013,"46,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,299000.0,www.cardekho.com
294,294,Maruti,Baleno,Delta,2020,"6,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,710000.0,www.cardekho.com
295,295,Maruti,Baleno,1.2 Delta,2016,"49,508 kms",Petrol,Delhi NCR,Hatchback,1st Owner,480000.0,www.cardekho.com
296,296,Maruti,Swift,VDI,2013,"92,064 kms",Diesel,Delhi NCR,Hatchback,1st Owner,314000.0,www.cardekho.com
297,297,Maruti,Alto,LXi BSIII,2007,"1,24,832 kms",Petrol,Delhi NCR,Hatchback,1st Owner,75000.0,www.cardekho.com
298,298,Maruti,Wagon,LXI Minor,2007,"56,997 kms",Petrol,Delhi NCR,Hatchback,1st Owner,72000.0,www.cardekho.com
299,299,Maruti,Ritz,LXI,2012,"50,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,265000.0,www.cardekho.com
300,300,Hyundai,Grand,1.2 Kappa Sportz BSIV,2017,"28,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,499000.0,www.cardekho.com
301,301,Volkswagen,Polo,Petrol Comfortline 1.2L,2011,"71,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,285000.0,www.cardekho.com
302,302,Honda,Jazz,1.2 S i VTEC,2016,"80,100 kms",Petrol,Delhi NCR,Hatchback,1st Owner,550000.0,www.cardekho.com
303,303,Hyundai,i20,Sportz 1.2,2017,"36,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,639000.0,www.cardekho.com
304,304,Hyundai,i20,Sportz 1.2,2017,"60,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,600000.0,www.cardekho.com
305,305,Hyundai,Grand,Magna,2015,"49,568 kms",Petrol,Delhi NCR,Hatchback,1st Owner,375000.0,www.cardekho.com
306,306,Volkswagen,Polo,1.2 MPI Highline,2017,"52,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,544000.0,www.cardekho.com
307,307,Maruti,Wagon,LXI,2014,"44,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,275000.0,www.cardekho.com
308,308,Maruti,Ignis,1.2 Zeta BSIV,2017,"33,677 kms",Petrol,Delhi NCR,Hatchback,1st Owner,484999.99999999994,www.cardekho.com
309,309,Toyota,Etios,1.2L G,2015,"25,106 kms",Petrol,Delhi NCR,Hatchback,1st Owner,475000.0,www.cardekho.com
310,310,Maruti,Wagon,VXI Plus,2014,"35,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,295000.0,www.cardekho.com
311,311,Hyundai,i20,1.4 Magna Executive,2018,"22,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,600000.0,www.cardekho.com
312,312,Hyundai,Grand,Magna AT,2016,"40,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,470000.0,www.cardekho.com
313,313,Volkswagen,Polo,Diesel Comfortline 1.2L,2012,"60,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,249000.00000000003,www.cardekho.com
314,314,Renault,KWID,RXE Optional,2017,"25,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,337000.0,www.cardekho.com
315,315,Maruti,Swift,VVT VXI,2017,"38,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,465000.00000000006,www.cardekho.com
316,316,Toyota,Etios,1.2 VX,2015,"55,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,440000.00000000006,www.cardekho.com
317,317,Maruti,Zen,VXI BSIV,2011,"49,800 kms",Petrol,Delhi NCR,Hatchback,1st Owner,175000.0,www.cardekho.com
318,318,Volkswagen,Polo,1.2 MPI Highline,2015,"43,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,380000.0,www.cardekho.com
319,319,Volkswagen,Polo,1.2 MPI Highline,2017,"50,033 kms",Petrol,Delhi NCR,Hatchback,1st Owner,650000.0,www.cardekho.com
320,320,Maruti,Swift,LDI,2013,"1,56,053 kms",Diesel,Delhi NCR,Hatchback,1st Owner,248000.0,www.cardekho.com
321,321,Hyundai,i20,Asta 1.2,2015,"99,721 kms",Petrol,Delhi NCR,Hatchback,1st Owner,486000.00000000006,www.cardekho.com
322,322,Maruti,Wagon,VXI Minor,2008,"80,564 kms",Petrol,Delhi NCR,Hatchback,1st Owner,77000.0,www.cardekho.com
323,323,Hyundai,i20,Sportz 1.4 CRDi,2016,"1,34,295 kms",Diesel,Delhi NCR,Hatchback,1st Owner,382000.0,www.cardekho.com
324,324,Volkswagen,Polo,Petrol Highline 1.2L,2011,"1,18,706 kms",Petrol,Delhi NCR,Hatchback,1st Owner,200000.0,www.cardekho.com
325,325,Hyundai,EON,Sportz,2012,"46,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,245000.00000000003,www.cardekho.com
326,326,Hyundai,Santro,GLS,2011,"52,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,210000.0,www.cardekho.com
327,327,Mini,Cooper,S,2017,"28,900 kms",Petrol,Delhi NCR,Hatchback,1st Owner,3600000.0,www.cardekho.com
328,328,Volkswagen,Polo,1.5 TDI Trendline,2015,"67,255 kms",Diesel,Delhi NCR,Hatchback,1st Owner,450000.0,www.cardekho.com
329,329,Maruti,Wagon,VXI AMT Opt,2017,"56,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,415000.00000000006,www.cardekho.com
330,330,Hyundai,i20,Sportz 1.4 CRDi,2014,"65,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,335000.0,www.cardekho.com
331,331,Honda,Brio,1.2 S Option MT,2016,"25,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,385000.0,www.cardekho.com
332,332,Maruti,Baleno,Alpha,2018,"19,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,595000.0,www.cardekho.com
333,333,Maruti,Swift,VDI BSIV,2014,"1,20,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,350000.0,www.cardekho.com
334,334,Maruti,Baleno,1.2 Delta,2017,"4,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,610000.0,www.cardekho.com
335,335,Hyundai,Grand,Sportz,2017,"33,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,480000.0,www.cardekho.com
336,336,Honda,Jazz,1.2 S i VTEC,2016,"82,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,550000.0,www.cardekho.com
337,337,Hyundai,Grand,AT Asta,2014,"46,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,450000.0,www.cardekho.com
338,338,Hyundai,Grand,Magna,2014,"51,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,340000.0,www.cardekho.com
339,339,Maruti,Wagon,VXI BS IV,2012,"55,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,245000.00000000003,www.cardekho.com
340,340,Maruti,Baleno,Alpha,2016,"50,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,536000.0,www.cardekho.com
341,341,Hyundai,i20,Magna Optional 1.4 CRDi,2012,"1,14,782 kms",Diesel,Delhi NCR,Hatchback,1st Owner,221000.0,www.cardekho.com
342,342,Hyundai,i20,Magna Optional 1.4 CRDi,2012,"3,08,342 kms",Diesel,Delhi NCR,Hatchback,1st Owner,191000.0,www.cardekho.com
343,343,Hyundai,Grand,1.2 Kappa Sportz BSIV,2018,"16,592 kms",Petrol,Delhi NCR,Hatchback,1st Owner,540000.0,www.cardekho.com
344,344,Honda,Jazz,Select Edition Mode,2011,"42,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,275000.0,www.cardekho.com
345,345,Maruti,Swift,VDI,2012,"81,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,344000.0,www.cardekho.com
346,346,Volvo,V40,D3 Inscription,2017,"38,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,2250000.0,www.cardekho.com
347,347,Honda,Brio,VX,2013,"17,300 kms",Petrol,Delhi NCR,Hatchback,1st Owner,321000.0,www.cardekho.com
348,348,Tata,Tiago,1.2 Revotron XE,2018,"39,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,440000.00000000006,www.cardekho.com
349,349,Maruti,Wagon,LXI,2012,"64,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,265000.0,www.cardekho.com
350,350,Maruti,Celerio,VXI AT,2015,"50,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,380000.0,www.cardekho.com
351,351,Hyundai,Grand,1.2 CRDi Sportz,2017,"53,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,450000.0,www.cardekho.com
352,352,Hyundai,i20,Asta (o),2010,"81,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,245000.00000000003,www.cardekho.com
353,353,Maruti,Alto,VXI AMT,2017,"19,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,378000.0,www.cardekho.com
354,354,Maruti,Baleno,1.2 CVT Alpha,2019,"20,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,800000.0,www.cardekho.com
355,355,Maruti,Baleno,Delta CVT,2016,"30,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,550000.0,www.cardekho.com
356,356,Maruti,Swift,LXI,2012,"77,212 kms",Petrol,Delhi NCR,Hatchback,1st Owner,350000.0,www.cardekho.com
357,357,Honda,Brio,S MT,2015,"55,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,375000.0,www.cardekho.com
358,358,Maruti,Alto,LXI,2013,"8,111 kms",Petrol,Delhi NCR,Hatchback,1st Owner,225000.0,www.cardekho.com
359,359,Hyundai,i20,Magna,2011,"65,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,245000.00000000003,www.cardekho.com
360,360,Maruti,Ritz,VXi,2016,"90,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,325000.0,www.cardekho.com
361,361,Maruti,Swift,LXi BSIV,2011,"51,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,250000.0,www.cardekho.com
362,362,Maruti,Baleno,1.2 Delta,2018,"7,100 kms",Petrol,Delhi NCR,Hatchback,1st Owner,625000.0,www.cardekho.com
363,363,Mini,Cooper,D,2014,"27,500 kms",Diesel,Delhi NCR,Hatchback,1st Owner,1850000.0,www.cardekho.com
364,364,Maruti,Swift,VXI,2013,"78,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,375000.0,www.cardekho.com
365,365,Hyundai,Grand,Magna,2016,"23,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,450000.0,www.cardekho.com
366,366,Hyundai,Grand,CRDi Sportz,2014,"67,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,345000.0,www.cardekho.com
367,367,Maruti,Alto,LXI,2015,"49,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,265000.0,www.cardekho.com
368,368,Nissan,Micra,XV,2015,"25,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,350000.0,www.cardekho.com
369,369,Honda,Jazz,S,2012,"68,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,325000.0,www.cardekho.com
370,370,Hyundai,i20,1.2 Magna Executive,2017,"51,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,550000.0,www.cardekho.com
371,371,Mini,3,Cooper S,2018,"2,200 kms",Petrol,Delhi NCR,Hatchback,1st Owner,3700000.0,www.cardekho.com
372,372,Hyundai,Grand,CRDi Sportz,2014,"48,500 kms",Diesel,Delhi NCR,Hatchback,1st Owner,345000.0,www.cardekho.com
373,373,Hyundai,Grand,Asta,2014,"25,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,425000.0,www.cardekho.com
374,374,Volkswagen,Polo,Petrol Comfortline 1.2L,2012,"68,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,320000.0,www.cardekho.com
375,375,Hyundai,i20,1.2 Magna Executive,2017,"40,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,550000.0,www.cardekho.com
376,376,Hyundai,i20,1.2 Magna Executive,2020,"22,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,650000.0,www.cardekho.com
377,377,Volkswagen,Polo,1.5 TDI Highline,2013,"67,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,299000.0,www.cardekho.com
378,378,Maruti,Baleno,1.2 Delta,2019,"20,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,635000.0,www.cardekho.com
379,379,Maruti,Celerio,ZXI,2016,"62,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,395000.0,www.cardekho.com
380,380,Maruti,Wagon,VXI Minor,2008,"1,64,764 kms",Petrol,Delhi NCR,Hatchback,1st Owner,80000.0,www.cardekho.com
381,381,Mini,Cooper,D High,2013,"26,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,1750000.0,www.cardekho.com
382,382,Hyundai,Santro,XO eRLX Euro II,2006,"62,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,124000.0,www.cardekho.com
383,383,Hyundai,Grand,Asta Option,2013,"12,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,409999.99999999994,www.cardekho.com
384,384,Hyundai,i20,Sportz Option 1.2,2014,"60,367 kms",Petrol,Delhi NCR,Hatchback,1st Owner,484999.99999999994,www.cardekho.com
385,385,Ford,Figo,Petrol LXI,2011,"65,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,225000.0,www.cardekho.com
386,386,Maruti,Wagon,LXI,2014,"62,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,295000.0,www.cardekho.com
387,387,Hyundai,Santro,GL,2010,"58,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,165000.0,www.cardekho.com
388,388,Honda,Brio,VX,2015,"55,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,365000.0,www.cardekho.com
389,389,Maruti,Celerio,VXI AT,2015,"63,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,395000.0,www.cardekho.com
