,Unnamed: 0,Brand,Model,Variant,Manufacturing year,Driven kilometers,Fuel,Location,Body type,Owners_number,Price,Ref. Website
703,703,Renault,KWID,1.0 RXT Optional,2018,"42,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,385000.0,www.cardekho.com
704,704,Toyota,Etios,GD,2015,"70,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,425000.0,www.cardekho.com
705,705,Hyundai,i10,Magna,2010,"64,231 kms",Petrol,Delhi NCR,Hatchback,1st Owner,175000.0,www.cardekho.com
706,706,Hyundai,i20,Magna Optional 1.2,2013,"57,123 kms",Petrol,Delhi NCR,Hatchback,1st Owner,376000.0,www.cardekho.com
707,707,Maruti,Baleno,1.2 CVT Delta,2017,"35,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,625000.0,www.cardekho.com
708,708,Hyundai,Grand,1.2 Kappa Era,2017,"22,875 kms",Petrol,Delhi NCR,Hatchback,1st Owner,421000.0,www.cardekho.com
709,709,Hyundai,i10,Era,2013,"47,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,275000.0,www.cardekho.com
710,710,Volkswagen,Polo,Petrol Comfortline 1.2L,2010,"63,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,240000.0,www.cardekho.com
711,711,Volkswagen,Polo,1.5 TDI Comfortline,2016,"78,123 kms",Diesel,Delhi NCR,Hatchback,1st Owner,475000.0,www.cardekho.com
712,712,Hyundai,i20,1.2 Sportz,2011,"46,899 kms",Petrol,Delhi NCR,Hatchback,1st Owner,275000.0,www.cardekho.com
713,713,Maruti,Baleno,Zeta CVT,2019,"23,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,750000.0,www.cardekho.com
714,714,Maruti,Wagon,VXI,2014,"30,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,295000.0,www.cardekho.com
715,715,Maruti,Baleno,Delta,2019,"1,500 kms",Petrol,Delhi NCR,Hatchback,1st Owner,700000.0,www.cardekho.com
716,716,Maruti,Alto,LXI CNG Optional,2017,"39,700 kms",CNG,Delhi NCR,Hatchback,1st Owner,345000.0,www.cardekho.com
717,717,Maruti,Ritz,ZXi,2016,"55,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,390000.0,www.cardekho.com
718,718,Maruti,Swift,VXI,2013,"62,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,315000.0,www.cardekho.com
719,719,Maruti,Wagon,VXI,2014,"28,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,310000.0,www.cardekho.com
720,720,Maruti,Wagon,LXI BSIII,2010,"70,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,195000.0,www.cardekho.com
721,721,Maruti,Alto,LXI Optional,2018,"4,185 kms",Petrol,Delhi NCR,Hatchback,1st Owner,345000.0,www.cardekho.com
722,722,Maruti,Baleno,1.2 Alpha,2016,"52,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,550000.0,www.cardekho.com
723,723,Hyundai,Grand,Era,2014,"42,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,330000.0,www.cardekho.com
724,724,Maruti,Wagon,VXI,2018,"22,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,430000.0,www.cardekho.com
725,725,Maruti,Baleno,1.3 Delta,2017,"60,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,600000.0,www.cardekho.com
726,726,Maruti,Alto,LXI Opt,2020,"3,100 kms",Petrol,Delhi NCR,Hatchback,1st Owner,360000.0,www.cardekho.com
727,727,Ford,Freestyle,Titanium Plus Petrol BSIV,2018,"31,256 kms",Petrol,Delhi NCR,Hatchback,1st Owner,600000.0,www.cardekho.com
728,728,Maruti,Swift,VDI BSIV,2014,"89,901 kms",Diesel,Delhi NCR,Hatchback,1st Owner,352000.0,www.cardekho.com
729,729,Hyundai,i20,Sportz Option 1.2,2014,"67,563 kms",Petrol,Delhi NCR,Hatchback,1st Owner,446000.0,www.cardekho.com
730,730,Maruti,Baleno,1.2 Delta,2017,"17,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,590000.0,www.cardekho.com
731,731,Renault,KWID,AMT,2017,"26,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,365000.0,www.cardekho.com
732,732,Hyundai,i20,S Petrol,2016,"38,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,495000.0,www.cardekho.com
733,733,Maruti,Celerio,VXI,2016,"48,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,350000.0,www.cardekho.com
734,734,Hyundai,Grand,Sportz,2019,"21,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,540000.0,www.cardekho.com
735,735,Maruti,Swift,VXI,2015,"60,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,425000.0,www.cardekho.com
736,736,Honda,Jazz,1.2 V AT i VTEC Privilege,2016,"76,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,525000.0,www.cardekho.com
737,737,Maruti,Celerio,AMT ZXI Option BSIV,2017,"16,148 kms",Petrol,Delhi NCR,Hatchback,1st Owner,470000.0,www.cardekho.com
738,738,Hyundai,i10,Era,2010,"65,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,185000.0,www.cardekho.com
739,739,Renault,KWID,RXL,2017,"47,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,235000.0,www.cardekho.com
740,740,Honda,Jazz,1.2 V i VTEC,2015,"19,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,525000.0,www.cardekho.com
741,741,Chevrolet,Beat,LS,2013,"60,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,170000.0,www.cardekho.com
742,742,Hyundai,Grand,CRDi Sportz,2014,"1,14,142 kms",Diesel,Delhi NCR,Hatchback,1st Owner,273000.0,www.cardekho.com
743,743,Honda,Jazz,1.2 S i VTEC,2017,"17,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,550000.0,www.cardekho.com
744,744,Hyundai,Grand,1.2 Kappa Sportz Option AT,2017,"50,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,459999.99999999994,www.cardekho.com
745,745,Maruti,Wagon,VXI Opt,2016,"40,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,333000.0,www.cardekho.com
746,746,Hyundai,EON,Magna Plus,2015,"51,090 kms",Petrol,Delhi NCR,Hatchback,1st Owner,254999.99999999997,www.cardekho.com
747,747,Hyundai,i20,1.4 Asta Option,2019,"27,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,950000.0,www.cardekho.com
748,748,Toyota,Etios,GD,2014,"98,585 kms",Diesel,Delhi NCR,Hatchback,1st Owner,276000.0,www.cardekho.com
749,749,Volkswagen,Polo,1.2 MPI Comfortline,2014,"20,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,400000.0,www.cardekho.com
750,750,Nissan,Micra,XV CVT,2018,"3,005 kms",Petrol,Delhi NCR,Hatchback,1st Owner,545000.0,www.cardekho.com
751,751,Maruti,Alto,CNG LXI,2018,"67,000 kms",CNG,Delhi NCR,Hatchback,1st Owner,330000.0,www.cardekho.com
752,752,Maruti,Swift,VDI,2014,"66,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,350000.0,www.cardekho.com
753,753,Maruti,S-Presso,VXI Opt AT,2020,"9,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,490000.00000000006,www.cardekho.com
754,754,Maruti,Wagon,LXI,2014,"58,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,280000.0,www.cardekho.com
755,755,Maruti,Wagon,VXI Plus,2018,"17,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,450000.0,www.cardekho.com
756,756,Hyundai,i20,1.2 Sportz,2010,"75,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,225000.0,www.cardekho.com
757,757,Toyota,Glanza,V,2019,"14,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,775000.0,www.cardekho.com
758,758,Maruti,Swift,LXI BSIV,2009,"72,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,200000.0,www.cardekho.com
759,759,Chevrolet,Beat,Diesel LS,2012,"77,958 kms",Diesel,Delhi NCR,Hatchback,1st Owner,97000.0,www.cardekho.com
760,760,Hyundai,EON,1.0 Era Plus,2017,"38,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,325000.0,www.cardekho.com
761,761,Honda,Jazz,1.5 E i DTEC,2015,"46,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,425000.0,www.cardekho.com
762,762,Renault,KWID,1.0 RXT Optional,2017,"40,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,275000.0,www.cardekho.com
763,763,Maruti,Celerio,VXI AMT BSIV,2017,"40,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,375000.0,www.cardekho.com
764,764,Maruti,800,Std MPFi,2007,"75,161 kms",Petrol,Delhi NCR,Hatchback,1st Owner,47000.0,www.cardekho.com
765,765,Maruti,Ritz,LXI,2015,"42,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,335000.0,www.cardekho.com
766,766,Honda,Jazz,V CVT,2016,"76,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,520000.0,www.cardekho.com
767,767,Maruti,Swift,VXI,2019,"18,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,625000.0,www.cardekho.com
768,768,Hyundai,i20,Sportz Option 1.4 CRDi,2017,"50,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,621000.0,www.cardekho.com
769,769,Maruti,Swift,LXI Option,2015,"13,802 kms",Petrol,Delhi NCR,Hatchback,1st Owner,369000.0,www.cardekho.com
770,770,Toyota,Etios,GD,2012,"85,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,265000.0,www.cardekho.com
771,771,Maruti,Wagon,LXI BS IV,2010,"55,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,165000.0,www.cardekho.com
772,772,Hyundai,Grand,1.2 Kappa Magna AT,2019,"30,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,590000.0,www.cardekho.com
773,773,Hyundai,i20,1.2 Magna,2010,"43,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,225000.0,www.cardekho.com
774,774,Hyundai,Grand,1.2 Kappa Sportz BSIV,2018,"18,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,525000.0,www.cardekho.com
775,775,Maruti,Celerio,VXi AMT,2017,"41,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,425000.0,www.cardekho.com
776,776,Maruti,Swift,LDI,2018,"26,873 kms",Diesel,Delhi NCR,Hatchback,1st Owner,513000.0,www.cardekho.com
777,777,Hyundai,Grand,CRDi Magna,2017,"37,755 kms",Diesel,Delhi NCR,Hatchback,1st Owner,319000.0,www.cardekho.com
778,778,Maruti,Wagon,LXI,2009,"65,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,170000.0,www.cardekho.com
779,779,Renault,KWID,Climber 1.0 AMT,2018,"19,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,390000.0,www.cardekho.com
780,780,Maruti,Swift,VDI,2015,"55,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,395000.0,www.cardekho.com
781,781,Ford,Figo,Diesel ZXI,2012,"73,212 kms",Diesel,Delhi NCR,Hatchback,1st Owner,114999.99999999999,www.cardekho.com
782,782,Maruti,Celerio,AMT ZXI Option,2017,"32,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,465000.00000000006,www.cardekho.com
783,783,Maruti,Swift,ZXI BSIV,2014,"70,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,425000.0,www.cardekho.com
784,784,Maruti,Alto,2010-2014 VXI,2011,"43,023 kms",Petrol,Delhi NCR,Hatchback,1st Owner,146000.0,www.cardekho.com
785,785,Hyundai,i10,Magna 1.1L,2014,"31,613 kms",Petrol,Delhi NCR,Hatchback,1st Owner,315000.0,www.cardekho.com
786,786,Hyundai,Santro,Magna,2019,"19,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,465000.00000000006,www.cardekho.com
787,787,Hyundai,Grand,Asta Option AT,2016,"40,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,500000.0,www.cardekho.com
788,788,Maruti,Celerio,LDi,2015,"85,782 kms",Diesel,Delhi NCR,Hatchback,1st Owner,202000.0,www.cardekho.com
789,789,Renault,KWID,1.0 RXT Optional,2017,"12,125 kms",Petrol,Delhi NCR,Hatchback,1st Owner,306000.0,www.cardekho.com
790,790,Hyundai,i10,Era 1.1 iTech SE,2015,"60,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,285000.0,www.cardekho.com
791,791,Mini,Cooper,One,2015,"46,100 kms",Petrol,Delhi NCR,Hatchback,1st Owner,1900000.0,www.cardekho.com
792,792,Chevrolet,Beat,Diesel PS,2012,"74,850 kms",Diesel,Delhi NCR,Hatchback,1st Owner,88000.0,www.cardekho.com
793,793,Maruti,Wagon,VXI BS IV,2012,"75,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,270000.0,www.cardekho.com
794,794,Volkswagen,Polo,Diesel Comfortline 1.2L,2013,"65,823 kms",Diesel,Delhi NCR,Hatchback,1st Owner,325000.0,www.cardekho.com
795,795,Toyota,Etios,1.2 V,2018,"30,200 kms",Petrol,Delhi NCR,Hatchback,1st Owner,475000.0,www.cardekho.com
796,796,Tata,Tiago,1.05 Revotorq XZ,2018,"30,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,445000.0,www.cardekho.com
797,797,Maruti,Alto,2010-2014 VXI,2010,"40,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,211000.0,www.cardekho.com
798,798,Maruti,Wagon,VXI,2010,"75,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,170000.0,www.cardekho.com
799,799,Maruti,Alto,LXI Optional,2019,"32,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,315000.0,www.cardekho.com
800,800,Hyundai,i20,Sportz 1.2,2013,"72,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,365000.0,www.cardekho.com
801,801,Maruti,Alto,VXI,2018,"21,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,278000.0,www.cardekho.com
802,802,Hyundai,Grand,Sportz,2018,"13,819 kms",Petrol,Delhi NCR,Hatchback,1st Owner,484000.0,www.cardekho.com
803,803,Maruti,Celerio,VXI AT Optional,2016,"34,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,411000.00000000006,www.cardekho.com
804,804,Hyundai,i10,Sportz AT,2012,"47,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,300000.0,www.cardekho.com
805,805,Maruti,Wagon,LXI,2010,"65,200 kms",Petrol,Delhi NCR,Hatchback,1st Owner,150000.0,www.cardekho.com
806,806,Maruti,Wagon,VXI,2020,"1,754 kms",Petrol,Delhi NCR,Hatchback,1st Owner,567000.0,www.cardekho.com
807,807,Hyundai,i20,Asta 1.4 CRDi,2015,"69,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,575000.0,www.cardekho.com
808,808,Ford,Figo,Diesel Titanium,2012,"1,07,563 kms",Diesel,Delhi NCR,Hatchback,1st Owner,117000.0,www.cardekho.com
809,809,Hyundai,Grand,Asta,2019,"12,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,700000.0,www.cardekho.com
810,810,Toyota,Etios,GD,2014,"55,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,375000.0,www.cardekho.com
811,811,Hyundai,i10,Sportz,2011,"65,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,229999.99999999997,www.cardekho.com
812,812,Maruti,Wagon,CNG LXI,2018,"36,000 kms",CNG,Delhi NCR,Hatchback,1st Owner,465000.00000000006,www.cardekho.com
813,813,Maruti,Wagon,VXI Optional,2020,"3,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,516000.0,www.cardekho.com
814,814,Renault,KWID,RXT,2017,"51,398 kms",Petrol,Delhi NCR,Hatchback,1st Owner,244000.0,www.cardekho.com
815,815,Maruti,Baleno,Alpha,2017,"54,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,525000.0,www.cardekho.com
816,816,Maruti,Wagon,VXI,2016,"77,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,375000.0,www.cardekho.com
817,817,Hyundai,EON,1.0 Era Plus,2013,"37,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,200000.0,www.cardekho.com
818,818,Tata,Tiago,1.05 Revotorq XZ,2017,"66,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,445000.0,www.cardekho.com
819,819,Renault,KWID,AMT,2017,"40,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,350000.0,www.cardekho.com
820,820,Honda,Jazz,1.2 S AT i VTEC,2016,"60,303 kms",Petrol,Delhi NCR,Hatchback,1st Owner,389000.0,www.cardekho.com
821,821,Chevrolet,Beat,LT,2015,"34,050 kms",Petrol,Delhi NCR,Hatchback,1st Owner,245000.00000000003,www.cardekho.com
822,822,Maruti,Swift,VVT VXI,2017,"35,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,484999.99999999994,www.cardekho.com
823,823,Maruti,Ignis,Delta,2018,"22,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,499000.0,www.cardekho.com
824,824,Maruti,Baleno,1.2 Zeta,2020,"12,109 kms",Petrol,Delhi NCR,Hatchback,1st Owner,721000.0,www.cardekho.com
825,825,Maruti,Ritz,LXI,2009,"75,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,175000.0,www.cardekho.com
826,826,Maruti,Wagon,CNG LXI,2018,"25,000 kms",CNG,Delhi NCR,Hatchback,1st Owner,450000.0,www.cardekho.com
827,827,Maruti,Baleno,1.2 CVT Alpha,2018,"41,584 kms",Petrol,Delhi NCR,Hatchback,1st Owner,750000.0,www.cardekho.com
828,828,Maruti,Wagon,CNG LXI,2017,"69,000 kms",CNG,Delhi NCR,Hatchback,1st Owner,400000.0,www.cardekho.com
829,829,Maruti,Celerio,VXI,2014,"54,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,295000.0,www.cardekho.com
830,830,Hyundai,i20,Asta Option 1.4 CRDi,2014,"66,998 kms",Diesel,Delhi NCR,Hatchback,1st Owner,466000.0,www.cardekho.com
831,831,Tata,Nano,CX,2012,"70,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,95000.0,www.cardekho.com
832,832,Maruti,Wagon,LXI Optional,2016,"54,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,325000.0,www.cardekho.com
833,833,Hyundai,Grand,Sportz,2015,"55,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,401000.0,www.cardekho.com
834,834,Volkswagen,Beetle,2.0,2011,"10,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,500000.0,www.cardekho.com
835,835,Maruti,Alto,LXI,2015,"35,722 kms",Petrol,Delhi NCR,Hatchback,1st Owner,193000.0,www.cardekho.com
836,836,Mercedes-Benz,A,A180 CDI,2013,"80,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,990000.0,www.cardekho.com
837,837,Hyundai,i10,Magna,2011,"45,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,235000.0,www.cardekho.com
838,838,Maruti,Baleno,Alpha,2019,"21,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,735000.0,www.cardekho.com
839,839,Hyundai,Grand,Magna,2016,"24,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,459999.99999999994,www.cardekho.com
840,840,Hyundai,i20,Magna 1.2,2015,"30,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,474000.0,www.cardekho.com
841,841,Maruti,Wagon,LXI Opt,2020,"9,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,467000.0,www.cardekho.com
842,842,Maruti,Wagon,LXI,2017,"42,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,365000.0,www.cardekho.com
843,843,Maruti,Baleno,1.2 Delta,2018,"37,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,560000.0,www.cardekho.com
844,844,Maruti,Alto,LX BSIII,2009,"85,894 kms",Petrol,Delhi NCR,Hatchback,1st Owner,89000.0,www.cardekho.com
845,845,Chevrolet,Beat,Diesel LS,2014,"86,884 kms",Diesel,Delhi NCR,Hatchback,1st Owner,229999.99999999997,www.cardekho.com
846,846,Hyundai,i10,Era,2011,"87,779 kms",Petrol,Delhi NCR,Hatchback,1st Owner,156000.0,www.cardekho.com
847,847,Honda,Jazz,VX CVT,2019,"17,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,810000.0,www.cardekho.com
848,848,Maruti,Alto,CNG LXI,2014,"74,000 kms",CNG,Delhi NCR,Hatchback,1st Owner,260000.0,www.cardekho.com
849,849,Toyota,Etios,G,2013,"81,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,365000.0,www.cardekho.com
850,850,Maruti,Alto,LXI,2014,"16,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,240000.0,www.cardekho.com
851,851,Maruti,SX4,Delta DDiS 200 SH,2016,"74,290 kms",Diesel,Delhi NCR,Hatchback,1st Owner,565000.0,www.cardekho.com
852,852,Maruti,Baleno,1.2 CVT Alpha,2019,"19,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,800000.0,www.cardekho.com
853,853,Maruti,Swift,VXi BSIV,2010,"79,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,280000.0,www.cardekho.com
854,854,Volkswagen,Polo,Diesel Highline 1.2L,2012,"65,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,275000.0,www.cardekho.com
855,855,Hyundai,i20,Sportz 1.4 CRDi,2012,"68,744 kms",Diesel,Delhi NCR,Hatchback,1st Owner,294000.0,www.cardekho.com
856,856,Nissan,Micra,XL,2017,"10,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,365000.0,www.cardekho.com
857,857,Maruti,Swift,LXI BSIV,2010,"60,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,215000.0,www.cardekho.com
858,858,Chevrolet,Beat,Diesel LT Option,2012,"67,900 kms",Diesel,Delhi NCR,Hatchback,1st Owner,147000.0,www.cardekho.com
859,859,Mahindra,TUV,T8,2016,"45,484 kms",Diesel,Bangalore,SUV,2nd Owner,727000.0,www.cardekho.com
860,860,Renault,Duster,110PS Diesel RxL,2012,"1,19,745 kms",Diesel,Bangalore,SUV,2nd Owner,526000.0,www.cardekho.com
861,861,Audi,Q5,2.0 TDI Premium Plus,2015,"75,000 kms",Diesel,Bangalore,SUV,2nd Owner,2675000.0,www.cardekho.com
862,862,Toyota,Fortuner,2.8 2WD MT,2018,"88,000 kms",Diesel,Bangalore,SUV,2nd Owner,3100000.0,www.cardekho.com
863,863,Mahindra,Scorpio,2.6 CRDe SLE,2012,"85,000 kms",Diesel,Bangalore,SUV,2nd Owner,595000.0,www.cardekho.com
864,864,Renault,Duster,110PS Diesel RxZ AMT,2016,"63,000 kms",Diesel,Bangalore,SUV,2nd Owner,875000.0,www.cardekho.com
865,865,Audi,Q5,30 TDI quattro Premium Plus,2016,"75,000 kms",Diesel,Bangalore,SUV,2nd Owner,2750000.0,www.cardekho.com
866,866,Mahindra,XUV500,W8 2WD,2012,"90,000 kms",Diesel,Bangalore,SUV,2nd Owner,800000.0,www.cardekho.com
867,867,Mercedes-Benz,GLE,350d,2017,"69,000 kms",Diesel,Bangalore,SUV,2nd Owner,4950000.0,www.cardekho.com
868,868,Mahindra,XUV500,W8 2WD,2012,"98,626 kms",Diesel,Bangalore,SUV,2nd Owner,835000.0,www.cardekho.com
869,869,Mahindra,XUV500,W4,2014,"1,02,000 kms",Diesel,Bangalore,SUV,2nd Owner,825000.0,www.cardekho.com
870,870,Land,Rover,LWB 4.4 SDV8 Vogue SE,2013,"54,000 kms",Diesel,Bangalore,SUV,2nd Owner,9200000.0,www.cardekho.com
871,871,Hyundai,Santa,4WD AT,2014,"1,10,000 kms",Diesel,Bangalore,SUV,2nd Owner,1425000.0,www.cardekho.com
872,872,BMW,X1,sDrive20d,2014,"80,151 kms",Diesel,Bangalore,SUV,2nd Owner,1325000.0,www.cardekho.com
873,873,Mahindra,XUV500,W6 1.99 mHawk,2016,"65,000 kms",Diesel,Bangalore,SUV,2nd Owner,1044999.9999999999,www.cardekho.com
874,874,Mercedes-Benz,CLA,200 CDI Sport,2017,"51,000 kms",Diesel,Bangalore,SUV,2nd Owner,2750000.0,www.cardekho.com
875,875,Volkswagen,Beetle,1.4 TSI,2011,"20,000 kms",Petrol,Bangalore,SUV,2nd Owner,1875000.0,www.cardekho.com
876,876,Mini,Cooper,Cooper S,2018,"25,389 kms",Petrol,Bangalore,SUV,2nd Owner,3725000.0,www.cardekho.com
877,877,Land,Rover,2.0 TD4 HSE Dynamic,2017,"37,000 kms",Diesel,Bangalore,SUV,2nd Owner,4295000.0,www.cardekho.com
878,878,Mercedes-Benz,GLA,200 CDI,2017,"45,000 kms",Diesel,Bangalore,SUV,2nd Owner,2500000.0,www.cardekho.com
879,879,BMW,X1,sDrive 20d xLine,2013,"80,000 kms",Diesel,Bangalore,SUV,2nd Owner,1475000.0,www.cardekho.com
880,880,Tata,New,DICOR 2.2 EX 4x2,2011,"76,000 kms",Diesel,Bangalore,SUV,2nd Owner,575000.0,www.cardekho.com
881,881,BMW,X3,xDrive20d,2013,"1,00,000 kms",Diesel,Bangalore,SUV,2nd Owner,1950000.0,www.cardekho.com
882,882,BMW,X1,sDrive 20D xLine,2013,"74,000 kms",Diesel,Bangalore,SUV,2nd Owner,1390000.0,www.cardekho.com
883,883,Audi,Q7,3.0 TDI Quattro Premium Plus,2013,"54,234 kms",Diesel,Bangalore,SUV,2nd Owner,2640000.0,www.cardekho.com
884,884,Ford,Ecosport,1.5 Diesel Titanium BSIV,2017,"81,000 kms",Diesel,Bangalore,SUV,2nd Owner,785000.0,www.cardekho.com
885,885,Mercedes-Benz,GLE,250d,2018,"49,000 kms",Diesel,Bangalore,SUV,2nd Owner,5495000.0,www.cardekho.com
886,886,Renault,Duster,110PS Diesel RxZ AMT,2016,"60,000 kms",Diesel,Bangalore,SUV,2nd Owner,894999.9999999999,www.cardekho.com
887,887,Tata,New,Dicor GX 4X2 BS IV,2011,"76,000 kms",Diesel,Bangalore,SUV,2nd Owner,585000.0,www.cardekho.com
888,888,Toyota,Fortuner,2.8 4WD AT BSIV,2018,"99,791 kms",Diesel,Bangalore,SUV,2nd Owner,2950000.0,www.cardekho.com
889,889,Mahindra,Ssangyong,RX7,2013,"70,000 kms",Diesel,Bangalore,SUV,2nd Owner,969999.9999999999,www.cardekho.com
890,890,Mahindra,Scorpio,VLX 2WD BSIII,2010,"1,09,786 kms",Diesel,Bangalore,SUV,2nd Owner,499000.0,www.cardekho.com
891,891,Mahindra,Scorpio,LX,2013,"71,000 kms",Diesel,Bangalore,SUV,2nd Owner,675000.0,www.cardekho.com
892,892,Hyundai,Santa,4WD AT,2015,"88,000 kms",Diesel,Bangalore,SUV,2nd Owner,1475000.0,www.cardekho.com
893,893,Premier,Rio,Petrol GX,2013,"22,000 kms",Petrol,Bangalore,SUV,2nd Owner,375000.0,www.cardekho.com
894,894,Mercedes-Benz,M-Class,ML 350 4Matic,2011,"42,234 kms",Diesel,Bangalore,SUV,2nd Owner,2845000.0,www.cardekho.com
895,895,Mahindra,XUV500,W6 2WD,2014,"68,000 kms",Diesel,Bangalore,SUV,2nd Owner,819999.9999999999,www.cardekho.com
896,896,BMW,X1,sDrive20d,2012,"74,500 kms",Diesel,Bangalore,SUV,2nd Owner,1375000.0,www.cardekho.com
897,897,Mahindra,Ssangyong,RX7,2013,"70,372 kms",Diesel,Bangalore,SUV,2nd Owner,1100000.0,www.cardekho.com
